,price,name,ext_color,int_color,drivetrain,mpg,fuel,transmission,engine,mileage,accidents,1owner,personal_use,review_comfort,review_design,review_performance,review_value,review_styling,review_reliability,sellers-notes
568,"$31,422",2019 Land Rover Range Rover Evoque SE Premium,Narvik Black,Ebony,Four-wheel Drive,22–29,Gasoline,Automatic,I4,"46,265 mi.",None reported,Yes,No,4.2,4.3,3.7,3.6,4.6,3.5,"Nissan Certified Select Certified, GREAT MILES 46,265! FUEL EFFICIENT 29 MPG Hwy/22 MPG City! SE Premium trim. Sunroof, Leather Seats, NAV, Alloy Wheels, Turbo, 4x4, Panoramic Roof. KEY FEATURES INCLUDE Leather Seats, Navigation, Sunroof, Panoramic Roof, 4x4. SHOP WITH CONFIDENCE 1 complimentary ser …"
569,"$27,450",2019 Acura TLX V6 Technology & A-Spec,Black,Ebony,Front-wheel Drive,20–30,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,"72,330 mi.",None reported,Yes,Yes,4.6,4.4,4.3,4.3,4.6,4.3,"----------------See the full listing at shift.com/s/1616099 -------------- Shift offers delivery and provides financing at competitive rates. All cars pass a 150+ point inspection and come with a 7-day return guarantee. List prices do not include taxes, registration, Shift Service fee, or optional V …"
570,"$12,995",2014 Audi A4 2.0T Premium,Silver,Black,All-wheel Drive,20–29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"159,167 mi.",None reported,Yes,No,4.6,4.6,4.7,4.4,4.8,4.5,We stock over 500 used vehicles all in one location just 15 minutes north of Division St. 'Y'. Take the short drive for a great deal on your next car truck or SUV! Visit Parkway Auto Center online at www.parkwaydeerpark.com to see more pictures of this vehicle or call us at 509-276-2925 today to sch …
571,"$34,998",2023 Subaru Crosstrek Sport,Crystal White Pearl,Gray,AWD,,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,"7,144 mi.",None reported,Yes,Yes,4.9,4.6,4.6,4.6,4.9,4.8,"Introducing the Love Your Car Guarantee from CarMax! Now you can take your time with a 24-hour test drive and a 30-day/1500-mile money back guarantee to be sure it's the right car for you. See carmax.com for details. At CarMax, finding the right car is easy. You can shop online, get pre-approved for …"
572,"$24,999",2022 Toyota Corolla Hatchback XSE,Magnetic Gray Metallic,Moonstone,Front-wheel Drive,30–38,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC,"7,214 mi.",None reported,Yes,Yes,4.0,3.0,4.5,4.0,4.0,4.5,"CARFAX 1-Owner, Extra Clean, LOW MILES - 7,214! REDUCED FROM $27,965!, EPA 38 MPG Hwy/30 MPG City!, $1,600 below Kelley Blue Book! Heated Seats, Onboard Communications System, iPod/MP3 Input, Satellite Radio, Back-Up Camera, TWO-TONEKEY FEATURES INCLUDEHeated Driver Seat, Back-Up Camera, Satellite R …"
573,"$7,995",2006 Honda Element EX-P,Black,Black,Four-wheel Drive,21–23,Gasoline,Automatic,"2.4L I-4 DOHC, i-VTEC variable valve control, engine with 156HP","172,678 mi.",At least 1 accident or damage reported,Yes,No,4.2,4.4,4.1,4.5,4.5,4.6,"2006 Honda Element EX-P Best Color Black Desirable EX-P comes with matching molding( not two-tone) making it sharper then other Elements ONLY 2 Owners SUPER Versatile/Functional WELL Serviced.. Thousands $$ in recent service and maintenance !!! Priced at Only $7,995"
574,"$18,995",2016 Honda CR-Z EX,Jet Black,Black / Orange,Front-wheel Drive,,Hybrid,Automatic CVT,1.5L I4 16V MPFI SOHC Hybrid,"69,542 mi.",None reported,Yes,No,4.8,4.5,4.8,4.6,4.9,4.9,"Excellent Condition. Jet Black exterior and Black/Orange interior, EX trim. Smart Device Integration, Keyless Start, CD Player, iPod/MP3 Input, Back-Up Camera, Alloy Wheels, Bluetooth.KEY FEATURES INCLUDEBack-Up Camera, iPod/MP3 Input, Bluetooth, CD Player, Aluminum Wheels, Keyless Start, Smart Devi …"
575,"$62,993",2022 Cadillac CT5-V V-Series,Electric Blue,Jet Black,All-wheel Drive,,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,"5,713 mi.",None reported,Yes,Yes,5.0,5.0,5.0,5.0,5.0,5.0,"Titus Will Parkland is honored to offer this great-looking 2022 Cadillac CT5 V-Series. AWD Electric BlueBlue Tooth, Hands-Free, Portable Audio Connection, Backup Camera, Premium Audio, Heated Seats, Leather Seats, Sunroof, Keyless Entry, Steering Wheel Control, Accident Free AutoCheck history, One O …"
576,"$27,998",2017 Mercedes-Benz CLA 250 Base 4MATIC,Black,Black,All-wheel Drive,23–32,E85 Flex Fuel,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo Flexible Fuel,"27,574 mi.",None reported,Yes,No,4.6,4.7,4.7,4.6,4.7,4.8,"Introducing the Love Your Car Guarantee from CarMax! Now you can take your time with a 24-hour test drive and a 30-day/1500-mile money back guarantee to be sure it's the right car for you. See carmax.com for details. At CarMax, finding the right car is easy. You can shop online, get pre-approved for …"
577,"$22,995",2013 Subaru Impreza WRX STI,Satin White Pearl,Black,All-wheel Drive,17–23,Gasoline,6-Speed Manual,2.5L H4 16V MPFI DOHC Turbo,"75,259 mi.",At least 1 accident or damage reported,Yes,No,4.4,4.1,4.9,4.5,4.8,4.7,"At Premier Auto Group we believe fair prices, superior service, and treating customers right leads to satisfied repeat buyers.Satin White Pearl 2013 Subaru Impreza WRX STi WRX STi AWD Close-Ratio 6-Speed Manual 2.5L DOHC Intercooled High-Boost DAVCS Odometer is 21060 miles below market average!Revie …"
578,"$19,000",2015 Toyota Venza LE,Blizzard Pearl,Ivory,Front-wheel Drive,20–26,Gasoline,6-Speed Automatic,2.7L I4 16V MPFI DOHC,"59,660 mi.",None reported,Yes,No,4.8,4.6,4.7,4.7,4.8,4.9,
579,"$49,999",2023 INFINITI QX55 LUXE,Majestic White,Graphite,All-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC Turbo,550 mi.,None reported,Yes,Yes,,,,,,,"Clean Carfax, One Owner, AWD, Apple CarPlay/Android Auto, ProPILOT Assist, Intelligent Cruise Control, Distance Control Assist, Steering Assist, Predictive Forward Collision Warning, Forward Emergency Braking w/ Pedestrian Detection, Rear Automatic Braking, Rear Cross Traffic Alert, Bling Spot Warni …"
580,"$259,950",2018 McLaren 720S Performance,Red,Black,Rear-wheel Drive,,Gasoline,7-Speed Automatic with Auto-Shift,4.0L V8 32V MPFI DOHC Twin Turbo,"1,440 mi.",None reported,Yes,Yes,5.0,5.0,5.0,5.0,5.0,5.0,Carbon Fiber Sill Carbon Fiber Diffuser Carbon Fiber Front Air Intake Memphis Red Polished Calipers Satin Diamond Cut Wheel Finish Carbon Fiber Exterior Upgrade Pkg 2 10 Speaker Lightweight Forged Wheels Secondary Interior Components Stealth Pack 720S Performance Exterior Door Upper Gorilla Glass Vi …
581,"$8,990",2012 Buick Verano Convenience,White Diamond Tri-Coat,Cashmere,Front-wheel Drive,21–32,E85 Flex Fuel,6-Speed Automatic,2.4L I4 16V GDI DOHC Flexible Fuel,"82,059 mi.",None reported,Yes,No,4.7,4.6,4.2,4.6,4.6,4.6,Find out why we have a 4.8 Google Review Rating? All of our Pre-Owned vehicles have gone through a 129 Safety Inspection to ensure your peace of mind. Ask if your vehicle has an AutoCheck Buyback Protection available at no extra cost. Find out why our customers love us. White Diamond Tricoat 2012 Bu …
582,"$23,799",2021 Honda HR-V LX,Crystal Black Pearl,Black,All-wheel Drive,27–31,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,"20,953 mi.",None reported,Yes,Yes,4.7,4.6,4.6,4.7,4.7,4.8,"GREAT MILES 20,953! PRICE DROP FROM $24,999, PRICED TO MOVE $900 below Kelley Blue Book!, FUEL EFFICIENT 31 MPG Hwy/27 MPG City! Crystal Black Pearl exterior and Black interior. Bluetooth, iPod/MP3 Input, Alloy Wheels, AWD, Back-Up Camera ======KEY FEATURES INCLUDE: Back-Up Camera, iPod/MP3 Input, B …"
583,"$22,000",2020 Hyundai Sonata Limited,Hampton Gray,Dark Gray,Front-wheel Drive,27–36,Gasoline,8-speed automatic,"Smartstream 1.6L I-4 port/direct injection, DOHC, variable valve","90,461 mi.",None reported,Yes,Yes,4.8,4.8,4.8,4.8,4.9,4.9,"Equipment
See what's behind you with the back up camera on it. The installed navigation system will keep you on the right path. Bluetooth technology is built into this Hyundai Sonata, keeping your hands on the steering wheel and your focus on the road. Keep your hands warm all winter with …"
584,"$41,947",2022 Hyundai Palisade SEL,Steel / Graphite,Black,All-wheel Drive,19–24,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,"11,671 mi.",None reported,Yes,Yes,5.0,5.0,4.6,4.6,4.8,4.6,"Priced below KBB Fair Purchase Price! Odometer is 7126 miles below market average! CARFAX One-Owner. 2022 Hyundai Certified. AWD Palisade SEL Steel Graphite 8-Speed Automatic with SHIFTRONIC COMES WITH OPTIONS LIKE 8P Bench Seat Package (8-Passenger Bench Seating P4), Convenience Package P2 (115 …"
585,"$18,997",2013 Jaguar XJ L Portfolio,Polaris White,Jet / London Tan,All-wheel Drive,16–24,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,"86,497 mi.",None reported,Yes,No,4.9,4.9,4.9,4.9,4.9,4.8,"LUXURY WITH UNPRECEDENTED SAVINGS, LOCAL TRADE, CLEAN VEHICLE HISTORY, STANDOUT FEATURES INCLUDE, NAVIGATION SYSTEM, HEATED & COOLED LEATHER DRIVER & FRONT PASSENGER SEATS, HEATED LEATHER SECOND ROW SEATS, HEATED STEERING WHEEL, POWER SUNROOF, MEMORY SETTINGS, HIGH INTENSITY DISCHARGE HEADL …"
586,"$40,788",2021 GMC Canyon Denali,Summit White,Cocoa,Four-wheel Drive,16–22,Gasoline,Automatic,3.6L V6 24V GDI DOHC,"13,700 mi.",None reported,Yes,No,4.1,4.1,4.2,3.9,4.6,3.9,"SERVICE WORK Service Work completed on this GMC Canyon includes: Complete Multi-Point Inspection by factory trained technicians, Oil Filter Change Using Original OEM Parts, Battery Voltage Test, Tires Inspected, Brake Inspection, Emissions System Check, Professional Detailed Inside and Out, Function …"
587,"$19,344",2017 Buick Enclave Leather,Ebony Twilight Metallic,Ebony,All-wheel Drive,15–22,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,"98,772 mi.",None reported,Yes,No,4.9,4.8,4.7,4.6,4.9,4.8,"Ebony Twilight Metallic 2017 Buick Enclave Leather Group AWD 6-Speed Automatic Electronic with Overdrive 3.6L V6 SIDI VVT Sunroof, Leather, Bluetooth, Satellite Radio, Back Up Camera, Passed Dealer Inspection, Fresh Detail, AutoCheck Vehicle History Reports with Buyback Protection, Fresh Oil Change, …"
588,"$26,995",2006 Porsche Boxster S,Blue,Gray,Rear-wheel Drive,19–27,Gasoline,6-Speed Manual,3.2L H6 24V MPFI DOHC,"56,000 mi.",None reported,Yes,No,4.4,4.6,4.8,4.4,4.9,4.6,PRICE EXCLUDES PROCESSING FEE OF $399.OO. (((---> CARPLEX IS NOT RESPONSIBLE FOR ANY MISPRINT ON FEATURES EQUIPMENT PRICE ETC. <--- ))). WE ARE LOCATED AT 9131 ANTIQUE WAY MANASSAS VA 20110. OPEN 7 DAYS A WEEK.THERE IS NOT ANY FREIGHT OR DESTINATION CHARGES ON ANY VEHICLE. BUY OR SELL YOUR VEHICLE H …
589,"$49,998",2020 Cadillac Escalade ESV Luxury,Black Raven,Jet Black,Rear-wheel Drive,14–23,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,"70,914 mi.",None reported,Yes,No,4.7,4.7,4.3,3.8,4.7,4.2,Sun/Moonroof Leather Seats Navigation System 3rd Row Seat Lane Keeping Assist Keyless Start Bluetooth Connection Heads-Up Display Cooled Front Seat(S) License Plate Bracket; Front; Black Black Raven Cadillac User Experience With Embedded Navigation Emissions; California Sta …
590,"$18,998",2012 GMC Canyon SLE,Fire Red,Ebony,Four-wheel Drive,,Gasoline,4-Speed Automatic,3.7L I5 20V MPFI DOHC,"65,717 mi.",None reported,Yes,Yes,4.2,3.9,4.2,4.6,4.5,4.7,"Clean AutoCheck Vehicle History Report, AutoCheck 1-Owner Verified, Recent trade, 17 x 7 Chrome Clad Wheels, Automatic Rear Locking Differential, Heavy-Duty Suspension Package, Large Front & Rear Body-Color Wheel Flares, Off-Road High Stance Suspension Package, SLE-2 Trim Package. Fire Red 2012 GMC …"
591,"$35,800",2020 Cadillac XT4 Premium Luxury,Crystal White Tri-Coat,–,All-wheel Drive,22–29,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"25,123 mi.",None reported,Yes,Yes,4.7,4.7,4.9,4.7,4.8,4.7,"Summary: Welcome to Taylor Cadillac. Taylor Cadillac is committed to 100% customer satisfaction, no exceptions. We are honored at the opportunity to earn your business. Welcome to Taylor Cadillac. Our team strives to make your next vehicle purchase hassle free. Vehicle Details: Gorgeous one owner of …"
592,"$24,466",2020 Nissan Rogue Sport S,Gun Metallic,Charcoal,All-wheel Drive,24–30,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,"48,394 mi.",None reported,Yes,No,4.7,4.7,4.6,4.7,4.8,4.8,"CARFAX One-Owner. Clean CARFAX. Gun Metallic 2020 Nissan Rogue Sport S AWD CVT with Xtronic 2.0L DOHCScheidemantle Motors Is Your Dealership for Chrysler, Dodge, Jeep, and Ram Excellence Finding the right vehicle for your driving lifestyle is important, and our team at Scheidemantle Motors is ready …"
593,"$45,997",1969 Ford Mustang Base,Yellow,–,–,0–0,–,–,–,558 mi.,None reported,Yes,No,4.5,4.5,4.0,4.5,5.0,4.5,"1969 Ford Mustang Convertible 302 Why This Vehicle is Special The 1969 Ford Mustang Convertible with the F-Code Option, like the one we have here at Skyway Classics, was a performance-oriented package of the Ford Mustang with great performance and a sporty convertible top package. Features 1969 …"
594,"$44,998",2022 BMW 430 Gran Coupe i,Black,Burgundy,Rear-wheel Drive,25–34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"12,384 mi.",At least 1 accident or damage reported,Yes,Yes,5.0,5.0,5.0,5.0,5.0,5.0,"Introducing the Love Your Car Guarantee from CarMax! Now you can take your time with a 24-hour test drive and a 30-day/1500-mile money back guarantee to be sure it's the right car for you. See carmax.com for details. At CarMax, finding the right car is easy. You can shop online, get pre-approved for …"
595,"$45,600",2021 Ford Mustang Mach-E Premium,Red Tinted,Black Onyx,All-wheel Drive,,1-Speed Automatic,Electric,3FMTK3SU6MMA03184,"Adaptive Cruise Control
Heated Seats
Heated Steering Wheel
Navigation System
Power Liftgate",None reported,Yes,Yes,4.5,4.6,4.4,4.2,4.5,4.4,"CLEAN VEHICLE HISTORY REPORT, LOCAL TRADE IN, ONE OWNER. Odometer is 6576 miles below market average! 96/84 City/Highway MPG Awards: JD Power Automotive Performance, Execution and Layout (APEAL) Study NACTOY 2021 North American Utility of the Year Serving Iowa City, Cedar Rapids, Wat …"
596,"$22,179",2018 Volvo S60 T5 Dynamic,Onyx Black Metallic,–,All-wheel Drive,22–33,Gasoline,Automatic,4 Cylinder Engine,"42,003 mi.",At least 1 accident or damage reported,Yes,No,4.9,4.8,4.9,4.7,4.8,4.7,2018 VOLVO S60 T5 DYNAMIC. AWD. LEATHER. LOW MILES AT 42K! GLASS MOON ROOF. ALLOY WHEELS. AUTOMATIC TRANSMISSION AND MUCH MORE. CHECK OUT THE REST OF OUR INVENTORY AT SAYBROOKAUTOBARN.COM WHERE YOU CAN SEE THE REST OF OUR HAND PICKED INVENTORY!
597,"$25,499",2020 Hyundai Santa Fe SE 2.4,Quartz White,Black,All-wheel Drive,21–27,Gasoline,8-Speed Automatic,2.4L I4 16V GDI DOHC,"21,846 mi.",At least 1 accident or damage reported,Yes,Yes,4.9,4.8,4.7,4.8,4.9,4.9,"SE trim, Quartz White exterior and Black/Black interior. CARFAX 1-Owner, LOW MILES - 21,846! EPA 27 MPG Hwy/21 MPG City! Bluetooth, iPod/MP3 Input, Back-Up Camera, Alloy Wheels, OPTION GROUP 01, All Wheel Drive. CLICK NOW!======KEY FEATURES INCLUDE: Back-Up Camera, iPod/MP3 Input, Bluetooth Rear Spo …"
598,"$32,655",2021 Chrysler Pacifica Hybrid Touring L,Brilliant Black Crystal Pearlcoat,Alloy,Front-wheel Drive,,Hybrid,Automatic CVT,3.6L V6 24V MPFI DOHC Hybrid,"60,482 mi.",None reported,Yes,Yes,4.4,4.4,4.1,3.8,4.4,3.5,"2021 Chrysler Pacifica Hybrid Touring L FWD 4D Passenger Van 3.6L V6 Brilliant Black Crystal Pearlcoat CARFAX One-Owner. Non-Smoker, Premium Wheels, Multi-Zone Climate Control, 3rd Row Seats, Remote Start, Leather Seats, Heated Seats, Navigation System, Touchscreen Controls, Backup Camera, Keyless …"
599,"$24,950",2016 Cadillac CT6 3.0L Twin Turbo Premium Luxury,Graphite Metallic,Light Platinum w/Jet Black Accents,All-wheel Drive,18–26,Gasoline,Automatic,"3L V-6 gasoline direct injection, DOHC, VVT variable valve contr","96,504 mi.",None reported,Yes,No,4.9,4.9,4.8,4.4,5.0,4.6,"SIRIUS XM SATELLITE RADIO, REVERSE BACKUP CAMERA, BACK UP SENSORS, NAVIGATION, REMOTE KEYLESS ENTRY, REMOTE START, PUSH BUTTON START, SUNROOF, ON STAR, ALUMINUM WHEELS, HEADS UP DISPLAY, NON-SMOKER, LOW MILES, FUEL EFFICIENT, POWER DRIVER SEAT, LEATHER SEATS, MEMORY SEATS, HEATED SEATS, OUTSIDE TEMP …"
600,"$47,998",2021 Ford F-250 XLT,White,Gray,Four-wheel Drive,,E85 Flex Fuel,Automatic,6.2L V8 16V MPFI SOHC Flexible Fuel,"47,518 mi.",None reported,Yes,Yes,4.4,4.6,4.5,4.1,4.8,4.5,"Introducing the Love Your Car Guarantee from CarMax! Now you can take your time with a 24-hour test drive and a 30-day/1500-mile money back guarantee to be sure it's the right car for you. See carmax.com for details. At CarMax, finding the right car is easy. You can shop online, get pre-approved for …"
601,"$26,998",2020 Ford Fusion Energi Titanium,Black,Ebony,Front-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,"29,375 mi.",None reported,Yes,Yes,5.0,4.7,4.5,5.0,5.0,4.8,"Introducing the Love Your Car Guarantee from CarMax! Now you can take your time with a 24-hour test drive and a 30-day/1500-mile money back guarantee to be sure it's the right car for you. See carmax.com for details. At CarMax, finding the right car is easy. You can shop online, get pre-approved for …"
602,"$64,645",2019 Mercedes-Benz AMG GLC 63 Base 4MATIC,Blue,–,All-wheel Drive,16–22,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,"26,300 mi.",,,,4.3,4.3,3.7,3.0,4.3,3.7,
603,"$39,288",2022 Chrysler Pacifica Touring-L,Ceramic Gray Clearcoat,Black,Front-wheel Drive,,Gasoline,9-Speed Automatic,3.6L V6 24V MPFI DOHC,"26,408 mi.",None reported,Yes,Yes,4.0,3.8,3.8,3.2,3.5,3.8,"Proud to be Indiana's Dealer of the Year and Winner of the Consumer Satisfaction. Recent Arrival! 2022 Chrysler Pacifica Touring L 3.6L V6 24V VVT FWD Ceramic Gray Clearcoat Navigation/GPS/Navi, All Serviced and Ready to Go!, Non-Smoker, Smells Great - Looks Sharp!!, Advance Safety Check, DVD/Rear E …"
604,"$29,000",2007 Hummer H2 Base,Pewter Metallic,Ebony,Four-wheel Drive,,Gasoline,4-Speed Automatic,6.0L V8 16V MPFI OHV,"68,371 mi.",At least 1 accident or damage reported,Yes,No,4.6,4.3,4.5,4.4,4.5,4.5,2007 Hummer H2 4D Sport Utility 4WDVortec 6.0L V8 Pewter Metallic ExteriorEbony Leather InteriorAM/FM stereo with 6-disc in cd changerAutomatic Temperature ControlF&R Dual Zone A/CHeated F&R SeatsRemote Keyless Entry17 Chrome Aluminum Wheels We have been in business in …
605,"$32,997",1970 Oldsmobile Cutlass,Orange,–,–,0–0,–,–,–,"33,415 mi.",None reported,Yes,Yes,3.0,4.0,5.0,4.0,5.0,5.0,"1970 Oldsmobile Cutlass SX Why This Car Is Special We have a 1970 Oldsmobile Cutlass SX here at Skyway Classics that has not only been restored and looks great with its nice orange paint with black stripes, brand new black bucket seat interior with wood grain, black vinyl top, but has a 350 cubic …"
606,"$13,999",2014 BMW 535 i,Blue,–,Rear-wheel Drive,20–30,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,"120,000 mi.",None reported,Yes,No,4.7,4.7,4.7,4.3,4.7,4.7,14 BMW 535I MSPORT RUNS GREAT DEALER MAINTANED!!!! 2104428189
607,"$14,444",2014 Buick Enclave Leather,Crystal Red Tintcoat,Cocoa,Front-wheel Drive,17–24,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,"104,012 mi.",At least 1 accident or damage reported,Yes,No,4.8,4.7,4.5,4.5,4.8,4.5,"Clean CARFAX. FRESH OIL CHANGE, FINANCING AVAILABLE, COMPLETELY INSPECTED AND RECONDITIONED, TAKE A CLOSER LOOK, 3.6L V6 SIDI DOHC VVT, 6-Speed Automatic, FWD, 120-Volt 3-Prong Household-Style Power Outlet, 4-Wheel Disc Brakes, 6 Speakers, 8-Way Power Driver Seat Adjuster, 8-Way Power Passenger Seat …"
608,"$36,455",2020 Audi A4 45 Premium,Mythos Black Metallic,Black,All-wheel Drive,24–32,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,"14,661 mi.",None reported,Yes,Yes,4.6,4.8,4.2,3.8,4.4,3.8,Premium Plus Package Bang & Olufsen Sound System W/3D Sound Wheels: 19 10-Spoke-Turbine Design Plat Finish Mythos Black Metallic Sun/Moonroof Leather Seats S Line Interior Package Sport Suspension Keyless Start Bluetooth Connection All Wheel Drive Black; Leather/Alcantara Int …
609,"$26,389",2013 Toyota Tundra Platinum,Super White,Redrock / Black,Four-wheel Drive,13–17,Gasoline,6-Speed Automatic,5.7L V8 32V MPFI DOHC,"134,349 mi.",None reported,Yes,No,4.6,4.3,4.7,4.6,4.7,4.8,Larger than life luxury allows you to see and be seen in our 2013 Toyota Tundra Platinum CrewMax 4X4 dressed in Super White finish. Powered by a 5.7 Liter iForce V8 that offers 381hp tethered to a smooth-shifting 6 Speed Automatic transmission for impressive passing or towing. This Four Wheel Drive …
610,"$75,990",2020 BMW M760 i xDrive,Black Sapphire Metallic,Black,All-wheel Drive,13–20,Gasoline,8-Speed Automatic,6.6L V12 48V GDI DOHC Twin Turbo,"38,566 mi.",None reported,Yes,Yes,3.0,3.0,4.0,4.0,3.0,—,"2020 BMW 7 Series M760i ONE OWNER, BLUE TOOTH, NEW PA STATE INSPECTION, FULLY RECONDITIONED, NAVIGATION, PREMIUM WHEELS, NON-SMOKER, DVD, PANORAMIC SUNROOF, LEATHER, BACK UP CAMERA, AWD, Black w/Individual Full Merino Leather Upholstery, 16 Speakers, 4-Wheel Disc Brakes, 7 Touch Command Tablet, ABS …"
611,"$59,998",2022 Lexus GX 460 Base,White,Red,Four-wheel Drive,,Gasoline,Automatic,4.6L V8 32V MPFI DOHC,"11,827 mi.",None reported,Yes,Yes,4.4,4.4,4.2,4.6,4.6,5.0,"Introducing the Love Your Car Guarantee from CarMax! Now you can take your time with a 24-hour test drive and a 30-day/1500-mile money back guarantee to be sure it's the right car for you. See carmax.com for details. At CarMax, finding the right car is easy. You can shop online, get pre-approved for …"
612,"$62,999",2019 Ford Shelby GT350 Base,Oxford White,Ebony,Rear-wheel Drive,14–21,Gasoline,6-Speed Manual,5.2L V8 32V MPFI DOHC,"27,700 mi.",None reported,Yes,No,4.6,4.8,5.0,4.8,5.0,5.0,Shop With Us Hoffman Honda brings value to your driveway. Every vehicle has received a multi-point inspection by factory trained technicians along with a reconditioning of the exterior and interior. We make sure the vehicle is up to our standards before you take it home. Visit us in store or use our …
613,"$28,787",2021 Subaru Forester Premium,Crystal White Pearl,Black,All-wheel Drive,26–33,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,"26,116 mi.",None reported,Yes,Yes,4.9,4.9,4.9,4.8,4.8,4.9,"ONE OWNER LOCAL TRADE , AWD , HEATED SEATS , PANORAMIC MOONROOF/SUNROOF , BACK-UP CAMERA , APPLE CARPLAY , ANDROID AUTO , LOW MILES , BLUETOOTH AUDIO/PHONE , ALLOY WHEELS , LANE DEPARTURE ALERT/ASSIST , POWER SEAT , SIRIUS/XM RADIO , REMAINDER OF 5YR/60,000 M …"
614,"$31,998",2018 BMW 440 i,White,Black,Rear-wheel Drive,21–32,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,"43,844 mi.",None reported,Yes,No,4.7,4.8,4.7,4.3,5.0,4.8,"Introducing the Love Your Car Guarantee from CarMax! Now you can take your time with a 24-hour test drive and a 30-day/1500-mile money back guarantee to be sure it's the right car for you. See carmax.com for details. At CarMax, finding the right car is easy. You can shop online, get pre-approved for …"
615,"$22,991",2017 Ford Expedition EL XLT,Silver,–,Rear-wheel Drive,15–20,Gasoline,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,"92,983 mi.",None reported,Yes,No,4.9,4.6,4.8,4.6,4.7,4.8,"Ford Expedition EL RWD EcoBoost 3.5L V6 GTDi DOHC 24V Twin Turbocharged Thank you for shopping with us. All sale prices include $1,500 dealer trade assist cash and $1,000 dealer provided finance incentive. Want to buy from the convivence of your home? We offer free deliver within 500 miles of our de …"
616,"$27,998",2022 Chevrolet Trailblazer LT,White,Black,Front-wheel Drive,29–31,Gasoline,Automatic CVT,1.2L I3 12V GDI DOHC Turbo,"17,871 mi.",At least 1 accident or damage reported,Yes,Yes,4.0,5.0,5.0,3.7,4.7,4.7,"Introducing the Love Your Car Guarantee from CarMax! Now you can take your time with a 24-hour test drive and a 30-day/1500-mile money back guarantee to be sure it's the right car for you. See carmax.com for details. At CarMax, finding the right car is easy. You can shop online, get pre-approved for …"
617,"$33,998",2019 Jaguar E-PACE S,Fuji White,Ebony,All-wheel Drive,21–28,Gasoline,Automatic,I4,"28,754 mi.",None reported,Yes,Yes,4.8,5.0,5.0,5.0,4.8,5.0,"Introducing the Love Your Car Guarantee from CarMax! Now you can take your time with a 24-hour test drive and a 30-day/1500-mile money back guarantee to be sure it's the right car for you. See carmax.com for details. At CarMax, finding the right car is easy. You can shop online, get pre-approved for …"
618,"$22,998",2017 Ford Edge SEL,Black,Black,All-wheel Drive,20–27,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"69,791 mi.",None reported,Yes,No,4.8,4.7,4.7,4.6,4.8,4.7,"Introducing the Love Your Car Guarantee from CarMax! Now you can take your time with a 24-hour test drive and a 30-day/1500-mile money back guarantee to be sure it's the right car for you. See carmax.com for details. At CarMax, finding the right car is easy. You can shop online, get pre-approved for …"
619,"$16,795",2013 Subaru Forester 2.5X Touring,Satin White Pearl,Gray,All-wheel Drive,21–27,Gasoline,4-Speed Automatic,2.5L H4 16V MPFI DOHC,"74,045 mi.",None reported,Yes,Yes,4.1,3.6,3.8,3.8,4.0,3.9,"GENIUS TOOLS & VEHICLE BENEFITS: Experience the Genius Way to Buy a Car at DriveTime with true online financing terms, no haggle pricing and a pressure free sales experience. Every vehicle at DriveTime is inspected prior to arriving on the lot and comes complete with a 5-Day vehicle return policy, 3 …"
